"prim_key","work_employed","work_onleave","work_temp_unemployed","work_looking","work_retired","work_disabled","work_oth","work_occupation","work_self","inc_wage","inc_retempl","inc_self","inc_ss","inc_intdiv","inc_rent","inc_gov","inc_alimony","inc_child","inc_retsav","inc_wage_freq","inc_retempl_freq","inc_self_freq","inc_ss_freq","inc_intdiv_freq","inc_rent_freq","inc_gov_freq","inc_alimony_freq","inc_child_freq","inc_retsav_freq","paypref_b1","paypref_b2","paypref_nb1","paypref_nb2","paypref_lt10","paypref_10to25","paypref_25to50","paypref_50to100","paypref_100plus","mobile_howfunded","cc_num","paypref_web","cc_type_1","cc_type_2","cc_type_3","cc_type_4","cc_type_5","cc_type_6","cc_rewards_1","cc_rewards_2","cc_rewards_3","cc_rewards_4","cc_rewards_5","cc_rewards_6","cc_hasbal_1","cc_hasbal_2","cc_hasbal_3","cc_hasbal_4","cc_hasbal_5","cc_hasbal_6","cc_chip_1","cc_chip_2","cc_chip_3","cc_chip_4","cc_chip_5","cc_chip_6","dc_num","dc_logo_1","dc_logo_2","dc_logo_3","dc_logo_4","dc_logo_5","dc_rewards_1","dc_rewards_2","dc_rewards_3","dc_rewards_4","dc_rewards_5","dc_acct_1","dc_acct_2","dc_acct_3","dc_acct_4","dc_acct_5","shops_online","last_income_date","paypref_b1_why","paypref_b2_why","paypref_nb1_why","paypref_nb2_why","paypref_web_why","e_exp_csh","e_exp_chk","e_exp_od","e_exp_cc","e_exp_heloc","e_exp_sav","e_exp_payday","e_exp_fam","e_exp_cover","e_exp_pawn","e_exp_csh_saved","e_exp_chk_saved","e_exp_sav_saved","e_exp_svc_saved","e_exp_tot_saved","cashwith_amnt_prim","cashwith_amnt_oth","cashwith_location","cashwith_num_prim","cashwith_num_oth","interest_level","memory_lpd","memory_checkbook","memory_receipts","memory_finrec","memory_oth","next_income_date","scpc_date","gender","age","citizen","state_reside","marital_status","highest_education","hispaniclatino","hispaniclatino_group","race_white","race_black","race_asian","race_other","hh_size","income_hh","income_hh_gte500k","homeowner","home_value","home_debt","other_assets","other_debts","ind_weight"
"151101715",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,0,,4,,4,4,,,,,,7,2,1,3,4,3,3,3,3,,6,3,6,1,2,1,2,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,0,,,,,,,,,,1,10/11/2017,8,6,9,6,8,0,0,1000,0,0,704,0,0,1704,0,0,1000,704,0,1704,40,20,1,2,0.16666667163372,1,1,0,1,1,0,11/1/2017,9/19/2017,0,75,1,39,5,11,0,,1,0,0,0,1,9,,1,394000,78000,0,29000,2.69178581237793
"151101720",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,1,4,1,1,4,4,4,,1,4,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/13/2017,3,3,3,3,9,,,,1000,,1000,,,2000,,0,311,2900,78,3289,50,0,1,4.3482141494751,,2,1,0,1,1,0,10/27/2017,9/20/2017,1,55,1,39,1,13,0,,1,0,0,0,4,16,,1,270000,110000,0,35000,1.38621747493744
"151101739",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,7,4,4,1,3,4,1,4,4,,1,4,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/19/2017,3,3,3,1,3,,500,,500,,,,,1000,,0,0,0,0,0,60,60,1,1,1,1,1,0,1,0,0,11/2/2017,10/8/2017,1,44,1,39,1,9,0,,1,0,0,0,6,14,,1,195000,205000,195000,215000,4.00011396408081
"151101741",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,3,3,4,3,3,3,3,3,,1,10,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/13/2017,3,1,1,1,1,,,,2000,,,,,2000,,0,0,0,0,0,60,0,1,1,,3,0,0,1,0,0,10/20/2017,10/13/2017,1,30,1,39,1,13,0,,1,0,0,0,3,9,,1,170000,160000,0,500000,4.00024652481079
"151101743",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,7,2,3,1,1,1,3,3,3,,2,3,1,4,,,,,1,0,,,,,0,0,,,,,1,0,,,,,1,3,,,,,0,,,,,,,,,,1,10/1/2017,3,1,8,9,8,,,,,,2000,,,2000,,0,4000,12000,0,16000,100,0,1,2,,3,0,0,0,0,0,11/1/2017,9/19/2017,0,70,1,39,1,13,0,,1,0,0,0,2,16,,1,175000,75000,40000,19000,2.49416732788086
"151101745",0,0,0,0,1,0,0,,,0,1,0,0,1,1,0,0,0,0,,4,,,4,6,,,,,7,3,3,1,1,3,3,3,7,,2,3,1,8,,,,,0,0,,,,,0,1,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,10/2/2017,3,3,3,2,3,0,0,0,0,0,2000,0,0,2000,0,50,2000,17000,100,19150,100,0,2,1,,1,0,1,1,0,0,11/1/2017,9/20/2017,0,61,1,39,4,12,0,,1,0,0,0,1,8,,1,175900,0,10000,1500,0.659802556037903
"151101757",0,0,0,0,0,1,0,,,0,0,0,1,0,0,1,0,0,0,,,,4,,,4,,,,4,2,4,1,4,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/3/2017,1,6,1,3,3,0,2000,0,0,0,0,0,0,2000,0,0,0,0,0,0,20,20,4,1,0.333333343267441,2,0,0,0,0,0,11/3/2017,9/24/2017,0,57,1,39,6,10,0,,1,0,0,0,1,4,,1,28000,0,0,5000,1.49748194217682
"151101758",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,5,1,8,12,1,1,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,10/11/2017,3,3,1,8,3,500,,,,,,,1500,2000,,0,0,0,0,0,100,100,1,8.6964282989502,1,2,0,1,0,0,0,10/25/2017,9/19/2017,0,41,1,39,4,10,0,,1,0,0,0,2,11,,1,55000,0,0,5000,0.711324155330658
"151101765",0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,0,0,1,,,,,,,4,,,9,4,1,4,1,1,4,4,4,4,,2,4,1,4,,,,,0,1,,,,,1,0,,,,,1,0,,,,,1,1,,,,,0,,,,,,,,,,1,10/1/2017,8,3,8,3,8,,,,,,,,2000,2000,,24,1076,540,0,1640,50,0,1,2,,2,0,0,1,1,0,11/1/2017,9/20/2017,1,57,1,39,4,9,0,,1,0,0,0,1,3,,0,,,0,400,2.76249814033508
"151101801",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,1,,7,4,4,1,1,1,4,4,4,,1,4,2,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/6/2017,8,1,3,1,8,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,200,0,2,2,,2,0,0,1,0,0,10/13/2017,10/1/2017,0,37,1,39,4,12,0,,1,0,0,0,3,8,,1,10000,0,0,10000,0.249964758753777
"151101806",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,,,,,,4,,,,2,4,10,3,1,1,4,4,3,,1,10,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,1,,,,,1,10/1/2017,3,9,3,3,3,0,400,0,0,0,0,0,0,400,0,0,0,0,0,0,20,20,2,1.25,1,3,0,0,0,0,1,11/4/2017,9/24/2017,0,29,1,39,1,9,0,,1,0,0,0,5,6,,1,7000,0,0,10000,0.249987319111824
"151101830",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,5,1,1,5,1,1,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/27/2017,2,3,3,3,3,0,0,0,0,0,2000,0,0,2000,0,0,0,30000,0,30000,500,20,2,2,0.5,2,0,1,1,0,0,11/3/2017,9/28/2017,1,48,1,39,1,13,0,,1,0,0,0,4,15,,0,,,50000,7000,0.249982357025146
"151101846",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,1,,4,,4,5,,,,,9,6,2,3,4,3,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/16/2017,3,3,3,3,3,,,,,,2000,,,2000,,86,510,3978,0,4574,40,0,4,4.3482141494751,,2,0,0,1,0,0,10/31/2017,10/2/2017,1,69,1,48,1,14,0,,1,0,0,0,2,13,,1,230000,0,250000,110000,0.249972358345985
"151101851",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,1,3,1,1,1,1,1,1,,2,3,1,1,,,,,1,0,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,10/13/2017,8,8,8,8,8,0,1500,0,0,0,500,0,0,2000,0,190,1500,584,0,2274,100,50,2,2,2,2,0,0,1,1,0,11/10/2017,9/19/2017,0,56,1,39,1,9,0,,1,0,0,0,2,13,,1,75000,0,20000,3000,0.875400483608246
"151101864",0,0,0,0,1,0,0,,,0,1,0,1,0,1,0,0,0,0,,4,,4,,4,,,,,2,6,1,2,1,1,2,1,3,,1,,1,,,,,,0,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,9/1/2017,6,9,2,2,,0,0,0,0,0,2000,0,0,2000,0,0,0,98000,0,98000,155,0,2,4.3482141494751,,1,0,1,1,0,0,10/18/2017,9/23/2017,0,69,1,39,1,13,0,,1,0,0,0,2,12,,1,139000,0,200000,0,0.485333144664764
"151101874",0,0,0,0,1,0,0,,,0,0,0,1,1,0,0,0,0,1,,,,4,6,,,,,6,7,2,3,2,1,2,2,2,2,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,10/3/2017,3,3,3,3,3,,2000,,,,,,,2000,,0,0,0,0,0,300,0,2,0.333333343267441,,3,0,0,1,1,0,12/27/2017,9/20/2017,0,77,1,39,1,10,0,,1,0,0,0,2,14,,1,300,0,50,0,0.771380424499512
"151101913",0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,7,2,3,1,1,1,1,1,1,,2,10,2,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,9/20/2017,3,3,,3,3,0,0,0,0,0,2000,0,0,2000,0,5000,0,1000000,0,1005000,60,100,1,4.3482141494751,1,2,0,0,1,0,0,11/21/2017,9/20/2017,1,52,1,39,1,10,0,,1,0,0,0,2,12,,1,150000,0,1000000,0,0.436279058456421
"151101925",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,7,4,1,1,1,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,8,3,3,3,3,0,1000,0,0,500,0,0,500,2000,0,112,840,0,0,952,100,100,4,8.6964282989502,1,1,0,1,1,1,0,10/20/2017,9/21/2017,0,43,1,39,1,11,0,,1,0,0,0,4,10,,1,45000,15000,80000,50000,0.249979689717293
"151101927",0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,,4,,,,,,,,,2,1,1,2,1,1,1,1,2,,1,4,2,,,,,,1,,,,,,0,,,,,,1,,,,,,1,3,,,,,0,,,,,2,,,,,1,10/2/2017,3,1,3,10,8,0,2000,0,0,0,0,0,0,2000,0,600,20513,24000,0,45113,200,0,2,2,,1,1,1,1,1,0,11/1/2017,9/19/2017,0,60,1,39,1,13,0,,1,0,0,0,2,13,,1,300000,0,250000,8500,0.249973013997078
"151101936",1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,,,4,,,,,,,2,3,1,3,1,1,3,3,3,,1,3,2,,,,,,0,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/15/2017,6,1,1,1,3,,2000,,,,,,,2000,,3800,4126,9650,0,17576,150,0,2,1,,3,0,0,0,0,0,10/10/2017,9/19/2017,1,69,1,18,1,9,0,,1,0,0,0,2,16,,1,240000,0,1120000,0,0.765243113040924
"151101954",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,12,3,1,3,3,3,3,3,,2,3,3,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,1,9/29/2017,7,3,7,1,7,,,,2000,,,,,2000,,494,8398,19000,0,27892,300,0,2,1,,4,1,0,0,0,0,,9/19/2017,1,37,1,18,1,9,0,,1,0,0,0,4,14,,1,400000,186000,650000,35000,0.600154459476471
"151101957",0,0,0,1,0,0,0,,,0,0,1,0,1,1,1,0,0,0,,,9,,5,4,4,,,,3,2,1,3,1,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,10/3/2017,3,6,1,3,3,,2000,,,,,,,2000,,50,7000,200,0,7250,100,100,2,2,0.25,2,0,0,1,0,0,10/31/2017,9/21/2017,1,60,1,18,1,15,0,,1,0,0,0,4,11,,1,165000,115000,200000,30000,0.249965190887451
"151101965",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,12,10,3,4,4,4,4,4,,1,10,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/21/2017,3,3,3,3,3,1361,,,,,,,,1361,,0,1320,0,41,1361,20,200,4,1,0.16666667163372,1,0,1,0,1,1,11/3/2017,9/19/2017,1,58,1,18,1,10,0,,1,0,0,0,4,16,,1,375000,132000,750000,50000,0.249982282519341
"151101968",0,0,0,0,1,0,0,,,0,0,0,1,0,0,1,0,0,0,,,,4,,,4,,,,2,3,2,3,1,1,2,2,2,,1,3,1,,,,,,0,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/13/2017,3,3,3,3,3,,,,,,2000,,,2000,,,,23000,,23000,20,300,4,2,0.16666667163372,5,0,0,1,0,0,10/4/2017,9/19/2017,1,67,1,18,1,11,0,,1,0,0,0,2,10,,1,175000,0,50000,0,0.249972194433212
"151101973",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,4,6,1,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/12/2017,3,3,3,3,3,0,1500,0,0,0,500,0,0,2000,0,0,800,400,0,1200,40,0,1,3,,2,0,0,1,0,0,10/26/2017,9/19/2017,1,50,1,18,1,9,0,,1,0,0,0,3,14,,1,130000,80000,0,24000,1.45774364471436
"151101980",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,3,2,3,2,1,3,3,3,3,,3,10,3,1,4,,,,1,1,1,,,,0,0,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,1,,8,6,,6,3,,,,,,2000,,,2000,,0,2000,10000,0,12000,60,0,2,2,,1,1,0,1,1,0,11/1/2017,9/23/2017,0,64,1,18,1,11,0,,1,0,0,0,2,15,,1,275000,113000,100000,21000,0.24997977912426
"151101986",0,0,0,0,0,0,1,,,0,0,1,0,0,0,0,0,0,0,,,4,,,,,,,,4,2,4,1,1,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,9/7/2017,3,6,3,9,3,,500,,,,,,,500,,0,0,30,0,30,40,100,1,8.6964282989502,0.16666667163372,1,0,1,1,1,0,10/10/2017,9/19/2017,0,46,1,18,1,13,0,,1,0,0,0,5,14,,0,,,5000,0,0.343897551298141
"151101987",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,3,1,4,4,4,3,,1,3,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,9/18/2017,3,3,3,3,3,0,300,0,0,0,0,0,0,300,0,0,150,0,0,150,100,0,1,1,,2,1,1,1,0,0,10/16/2017,9/29/2017,0,42,1,18,6,11,0,,1,0,0,0,3,11,,1,0,0,0,0,0.249979689717293
"151101991",1,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,2,,,4,,,,,,,4,2,4,1,4,4,4,4,2,,6,4,2,2,1,2,8,,1,0,0,0,0,,1,1,1,1,1,,1,1,1,1,0,,1,2,,,,,0,,,,,,,,,,1,10/13/2017,3,2,3,9,3,0,200,0,0,0,0,0,0,200,0,0,0,20,0,20,20,100,1,4.3482141494751,1,3,0,1,1,0,0,10/27/2017,9/24/2017,0,69,1,18,4,10,0,,1,0,0,0,1,10,,0,,,10000,8500,0.542425274848938
"151102039",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,2,4,10,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,0,10/13/2017,8,3,8,8,,,,,,,,,,,,,,,,,,0,2,1,,2,1,0,0,0,0,10/27/2017,9/20/2017,0,54,1,18,1,10,0,,1,0,0,0,2,,,1,0,0,0,0,0.249960288405418
"151102044",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,6,3,4,4,4,4,4,4,,1,3,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,1,,,,,,,,,,1,10/13/2017,8,8,3,3,3,,,,2000,,,,,2000,,0,500,0,0,500,40,20,1,2,2,1,0,0,1,1,0,10/27/2017,9/23/2017,0,34,1,18,1,12,0,,1,0,0,0,4,15,,1,250000,150000,500000,38000,0.438433617353439
"151102053",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,7,1,3,1,1,1,3,3,,2,3,1,2,,,,,1,1,,,,,1,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,6,9,3,3,7,,2000,,,,,,,2000,,500,3300,600,0,4400,100,20,6,1,0,2,0,0,0,0,0,10/9/2017,10/3/2017,1,38,1,18,1,13,0,,1,0,0,0,5,12,,1,210000,170000,25000,5000,0.538789629936218
"151102061",1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,,,,,4,,,,,,4,1,4,1,4,4,4,4,4,,1,4,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,1,10/1/2017,3,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,0,22000,0,0,22000,40,40,4,4.3482141494751,0.5,2,0,1,1,1,0,11/1/2017,9/22/2017,1,59,1,12,6,13,0,,1,0,0,0,1,1,,1,50000,0,110000,8150,0.249946594238281
"151102141",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,,,9,,,,,,2,,7,3,4,3,1,1,4,4,3,,3,3,2,1,4,,,,1,1,1,,,,0,0,0,,,,1,1,0,,,,1,2,,,,,0,,,,,,,,,,1,10/9/2017,3,3,2,3,8,0,0,0,0,0,2000,0,0,2000,0,0,0,7600,0,7600,80,200,4,2,1,1,0,1,1,1,0,10/17/2017,9/19/2017,0,56,1,18,4,13,0,,1,0,0,0,3,12,,1,160000,32000,10000,8900,0.517952799797058
"151102143",0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,0,1,0,,,,,,,4,,1,,4,6,4,1,4,4,4,4,4,,2,4,1,2,,,,,0,0,,,,,1,1,,,,,1,1,,,,,2,1,2,,,,0,0,,,,,,,,,1,9/28/2017,3,3,3,3,3,0,200,0,100,0,0,0,200,500,0,0,0,0,0,0,20,0,1,2,,2,0,0,1,0,0,10/12/2017,9/29/2017,0,41,1,18,1,10,0,,1,0,0,0,5,12,,0,,,5000,35000,0.467845737934113
"151102175",1,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,1,,4,,,4,,,,,6,2,4,1,1,4,4,4,4,,1,4,1,,,,,,0,,,,,,1,,,,,,0,,,,,,1,2,,,,,0,,,,,,,,,,1,10/24/2017,3,1,6,1,6,2000,0,0,0,0,0,0,0,2000,0,10000,0,0,0,10000,20,150,8,4.3482141494751,2,1,1,1,1,1,0,10/31/2017,9/22/2017,0,41,1,26,1,13,0,,1,0,0,0,3,14,,1,97800,103723,42447,91378,0.24997852742672
"151102190",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,3,3,1,1,3,3,3,3,,2,10,1,2,,,,,1,0,,,,,1,0,,,,,1,1,,,,,1,2,,,,,0,,,,,,,,,,1,10/25/2017,1,8,3,3,8,0,900,0,0,0,0,0,0,900,0,0,900,0,0,900,40,0,6,3,,2,0,1,1,1,0,11/9/2017,9/19/2017,0,43,1,26,1,14,0,,1,0,0,0,4,13,,1,120000,35000,0,5000,0.24997852742672
"151102195",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,11,2,1,4,1,1,1,2,11,,1,3,2,,,,,,0,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,9/29/2017,3,2,3,8,6,,,,,,2000,,,2000,,200,125,3000,7,3332,400,0,1,4.3482141494751,,1,1,0,1,1,0,10/27/2017,9/24/2017,1,39,1,26,1,13,0,,1,0,0,0,2,14,,1,90000,81000,10000,45000,0.249962747097015
"151102219",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,4,6,4,3,4,4,4,4,4,,1,4,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,2,,,,,1,10/27/2017,2,10,2,3,2,,2000,,,,,,,2000,,10,2000,1000,0,3010,20,0,6,1,,2,0,0,1,1,0,11/1/2017,9/19/2017,1,35,1,26,1,12,0,,1,0,0,0,5,14,,0,,,35000,17000,0.880302786827087
"151102221",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,4,3,4,3,4,4,4,4,4,,1,4,2,,,,,,0,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,2,,,,,1,10/11/2017,3,3,3,3,3,2000,,,,,,,,2000,,1000,0,0,0,1000,200,0,5,17.3928565979004,,1,0,1,0,1,0,10/16/2017,10/1/2017,0,32,1,26,1,10,0,,1,0,0,0,3,8,,1,130000,0,0,0,0.543952226638794
"151102226",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,1,,7,4,4,1,4,4,4,4,4,,2,3,3,2,,,,,1,0,,,,,1,1,,,,,1,1,,,,,1,2,,,,,0,,,,,,,,,,1,9/29/2017,3,3,3,1,3,,,,2000,,,,,2000,,0,0,0,0,0,20,10,1,8.6964282989502,2,1,0,1,1,1,0,10/13/2017,9/20/2017,0,50,1,26,4,12,0,,1,0,0,0,2,13,,1,48000,39581,0,84149,0.544531881809235
"151102232",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,,,,6,,,,,,6,4,7,1,1,1,4,4,2,,1,4,6,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,1,,,,,1,,,,,1,9/22/2017,8,8,3,3,3,0,2000,0,0,0,0,0,0,2000,0,500,1000,1000,0,2500,10,50,4,4.3482141494751,1,1,1,1,1,1,1,10/20/2017,9/19/2017,1,31,1,26,6,11,0,,1,0,0,0,1,14,,1,75000,0,150000,1000,3.26913976669312
"151102243",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,,,,,,4,,,,7,6,4,1,1,1,1,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/1/2017,9,9,9,9,9,700,800,,,,,,500,2000,,0,122,5,0,127,65,15,5,4.3482141494751,8.6964282989502,1,1,1,1,1,0,10/7/2017,9/19/2017,1,52,1,26,2,12,0,,0,1,0,0,3,4,,1,166000,0,123000,34000,0.953300178050995
"151102278",0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4,2,4,1,1,1,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/5/2017,3,6,3,9,3,,,,2000,,,,,2000,,0,0,0,0,0,30,0,6,4.3482141494751,,2,0,0,0,0,0,,9/29/2017,0,54,1,26,4,12,0,,1,0,0,0,4,13,,1,70000,0,25000,20000,0.249984100461006
"151102284",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,1,1,4,1,1,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,10/13/2017,1,3,3,3,9,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,100,0,2,4.3482141494751,,1,0,0,1,0,0,10/27/2017,9/30/2017,1,24,1,26,6,9,0,,1,0,0,0,4,13,,0,,,15000,10000,1.67717695236206
"151102289",0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,6,1,1,8,1,1,1,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/29/2017,3,3,9,8,9,60,0,0,0,0,0,0,40,100,0,40,0,0,0,40,60,100,1,1,1,2,0,1,0,0,0,12/1/2017,9/19/2017,0,52,1,26,4,9,0,,1,0,0,0,2,1,,0,,,82000,42000,0.409043669700623
"151102293",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,1,4,1,1,1,4,2,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,9/22/2017,3,8,3,8,10,500,0,0,0,0,0,0,1500,2000,0,0,0,0,0,0,40,40,4,4.3482141494751,1,2,0,0,1,0,0,10/6/2017,9/20/2017,0,52,1,26,1,9,0,,1,0,0,0,2,14,,1,75000,22000,50000,5000,0.987950623035431
"151102306",0,0,0,0,1,0,0,,,0,0,0,0,1,0,0,0,0,1,,,,,5,,,,,5,7,3,3,1,1,3,3,3,3,,2,,3,2,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,2,,,,,0,,,,,1,,,,,0,10/1/2017,3,3,3,1,,0,0,0,2000,0,0,0,0,2000,0,81,3000,5000,0,8081,60,0,1,0.25,,2,0,0,0,0,0,11/1/2017,9/19/2017,1,61,1,26,6,10,0,,1,0,0,0,2,14,,1,200000,0,500000,200,0.252761125564575
"151102333",0,0,0,0,1,1,0,,,0,0,0,1,0,0,1,0,0,0,,,,4,,,4,,,,2,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10/3/2017,6,2,2,6,,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,700,0,2,1,,3,0,0,0,0,0,11/3/2017,9/23/2017,1,67,1,19,4,11,0,,1,0,0,0,1,4,,0,,,7000,0,0.249964267015457
"151102348",1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,,,,4,6,,,,,,2,3,4,3,1,2,2,2,2,,3,10,3,2,8,,,,1,1,1,,,,0,0,0,,,,0,1,0,,,,1,3,,,,,1,,,,,,,,,,1,10/23/2017,6,6,6,6,8,,,,,1000,,,,1000,,95,1000,500,0,1595,37,0,5,17.3928565979004,,2,0,0,1,0,0,11/23/2017,9/19/2017,0,65,1,19,1,9,0,,1,0,0,0,2,4,,1,200,200,0,0,0.249982446432114
